PZN;Wirkstoffe;Artikelname (Hauptbegriff);Anbietername;Volumen (Bezugsgröße);Einh. (Bezugsgr.);Menge;Einh.;PpU (APU exkl. NBR);NBR;Erstattungsb.;APU / HAP;Taxe-EK;HR ges.;Ges. VK;V;DRF-Bez.;Aufnahme;Wirkstoffe und Mengen
10528943;Cobimetinib hemifumarat;COTELLIC;Roche Ph.;;;63;St;5798,82;1099,3;4699,52;4699,52;4738,02;328,97;5817,58;;Filmtabletten;15.12.2015;Cobimetinib hemifumarat 22,18 mg
11193172;Isavuconazonium hydrogensulfat;CRESEMBA;Pfizer Ph.PFE;;;14;St;835,48;110,32;725,16;725,16;748,7;50,76;927,87;;Hartkapseln;15.11.2015;Isavuconazonium hydrogensulfat 186,26 mg
12502965;Isavuconazonium hydrogensulfat;CRESEMBA;Pfizer Ph.PFE;;;1;St;0;0;0;0;0;0;0;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.03.2017;Isavuconazonium hydrogensulfat 372,53 mg
13654878;Burosumab;CRYSVITA;Kyowa Kirin;1;ml;1;St;3387,67;837,67;2550;2550;2550;0;3135,72;;Injektionslösung;15.04.2018;Burosumab 10 mg
13654855;Burosumab;CRYSVITA;Kyowa Kirin;1;ml;1;St;6775,33;1675,33;5100;5100;5100;0;6261,26;;Injektionslösung;15.04.2018;Burosumab 20 mg
13654861;Burosumab;CRYSVITA;Kyowa Kirin;1;ml;1;St;10163;2513;7650;7650;7650;0;9386,79;;Injektionslösung;15.04.2018;Burosumab 30 mg
10852282;Ramucirumab;CYRAMZA;Lilly;10;ml;10;ml;340;0;340;340;351,41;23,8;440,91;;Infusionslösungskonzentrat;01.02.2015;Ramucirumab 100 mg
10852307;Ramucirumab;CYRAMZA;Lilly;10;ml;10;ml;0;0;0;0;0;0;0;;Infusionslösungskonzentrat;01.02.2015;Ramucirumab 100 mg
10852299;Ramucirumab;CYRAMZA;Lilly;50;ml;50;ml;1700;0;1700;1700;1738,5;119;2141,07;;Infusionslösungskonzentrat;01.02.2015;Ramucirumab 500 mg
10852336;Ramucirumab;CYRAMZA;Lilly;50;ml;50;ml;0;0;0;0;0;0;0;;Infusionslösungskonzentrat;01.02.2015;Ramucirumab 500 mg
09781192;Decitabin;DACOGEN;Janssen-Cilag;;;1;St;1559,52;585,81;973,71;973,71;1005,08;0;1242,11;;Pulver zur Herstellung eines Infusionslösungskonzentrates;01.11.2012;Decitabin 50 mg
10344427;Daclatasvir dihydrochlorid;DAKLINZA;Brist.My.Squibb;;;28;St;10824,78;3558,11;7266,67;7266,67;7305,17;0;8964,14;AV;Filmtabletten;15.09.2014;Daclatasvir dihydrochlorid 32,96 mg
10344433;Daclatasvir dihydrochlorid;DAKLINZA;Brist.My.Squibb;;;28;St;10824,78;3558,11;7266,67;7266,67;7305,17;0;8964,14;AV;Filmtabletten;15.09.2014;Daclatasvir dihydrochlorid 65,92 mg
11564467;Daratumumab;DARZALEX;Janssen-Cilag;5;ml;1;St;562,58;170,52;392,06;392,06;405,11;27,44;506,73;;Infusionslösungskonzentrat;15.06.2016;Daratumumab 100 mg
11564473;Daratumumab;DARZALEX;Janssen-Cilag;20;ml;1;St;2285,5;717,26;1568,24;1568,24;1606,74;109,78;1979,57;;Infusionslösungskonzentrat;15.06.2016;Daratumumab 400 mg
14260621;Doravirin | Lamivudin | Tenofovir disoproxil fumarat;DELSTRIGO;MSD Sharp&Dohme;;;30;St;660;0;0;660;681,49;46,2;845,48;;Filmtabletten;15.01.2019;Doravirin 100 mg | Tenofovir disoproxil fumarat 299,75 mg | Lamivudin 300 mg
14854622;Doravirin | Lamivudin | Tenofovir disoproxil fumarat;DELSTRIGO;MSD Sharp&Dohme;;;30;St;0;0;0;0;0;0;0;;Filmtabletten;01.03.2019;Lamivudin 300 mg | Tenofovir disoproxil fumarat 299,75 mg | Doravirin 100 mg
14260638;Doravirin | Lamivudin | Tenofovir disoproxil fumarat;DELSTRIGO;MSD Sharp&Dohme;;;90;St;1980;0;0;1980;2018,5;138,6;2484,27;;Filmtabletten;15.01.2019;Doravirin 100 mg | Lamivudin 300 mg | Tenofovir disoproxil fumarat 299,75 mg
11727372;Emtricitabin | Tenofovir alafenamid hemifumarat;DESCOVY;Gilead Scien.;;;30;St;639,49;239,49;400;400;413,3;28;516,77;;Filmtabletten;15.05.2016;Tenofovir alafenamid hemifumarat 11,22 mg | Emtricitabin 200 mg
11727389;Emtricitabin | Tenofovir alafenamid hemifumarat;DESCOVY;Gilead Scien.;;;3X30;St;1956,05;756,05;1200;1200;1238,5;84;1528,22;;Filmtabletten;15.05.2016;Emtricitabin 200 mg | Tenofovir alafenamid hemifumarat 11,22 mg
11727395;Emtricitabin | Tenofovir alafenamid hemifumarat;DESCOVY;Gilead Scien.;;;30;St;639,49;239,49;400;400;413,3;28;516,77;;Filmtabletten;15.05.2016;Tenofovir alafenamid hemifumarat 28,05 mg | Emtricitabin 200 mg
11727403;Emtricitabin | Tenofovir alafenamid hemifumarat;DESCOVY;Gilead Scien.;;;3X30;St;1956,05;756,05;1200;1200;1238,5;84;1528,22;;Filmtabletten;15.05.2016;Emtricitabin 200 mg | Tenofovir alafenamid hemifumarat 28,05 mg
09537658;Fidaxomicin;DIFICLIR;Astellas;;;20;St;1740;284,37;1455,63;1455,63;1494,13;101,89;1841,54;;Filmtabletten;15.01.2013;Fidaxomicin 200 mg
10744687;Aclidinium bromid | Formoterol hemifumarat-1-Wasser;DUAKLIR;AstraZeneca;;;1;St;53,7;2,7;51;51;53,31;3,57;75,53;;Inhalationspulver;01.02.2015;Formoterol hemifumarat-1-Wasser 12 µg | Aclidinium bromid 400 µg
10744701;Aclidinium bromid | Formoterol hemifumarat-1-Wasser;DUAKLIR;AstraZeneca;;;1;St;0;0;0;0;0;0;0;;Inhalationspulver;15.03.2016;Formoterol hemifumarat-1-Wasser 12 µg | Aclidinium bromid 400 µg
10744693;Aclidinium bromid | Formoterol hemifumarat-1-Wasser;DUAKLIR;AstraZeneca;;;3;St;161,1;8,1;153;153;158,52;10,71;204,49;;Inhalationspulver;01.03.2015;Formoterol hemifumarat-1-Wasser 12 µg | Aclidinium bromid 400 µg
14350117;Dupilumab;DUPIXENT;Sanofi-Aventis;1,14;ml;2;St;1266,01;18,39;1247,62;1247,62;1286,12;87,33;1586,58;;Injektionslösung;15.06.2019;Dupilumab 200 mg
14350123;Dupilumab;DUPIXENT;Sanofi-Aventis;1,14;ml;6;St;3798,03;55,17;3742,86;3742,86;3781,36;262;4645;;Injektionslösung;15.06.2019;Dupilumab 200 mg
12727279;Dupilumab;DUPIXENT;Sanofi-Aventis;2;ml;2;St;1407,69;160,07;1247,62;1247,62;1286,12;87,33;1586,58;;Injektionslösung;01.12.2017;Dupilumab 300 mg
12727291;Dupilumab;DUPIXENT;Sanofi-Aventis;2;ml;6;St;4223,08;480,22;3742,86;3742,86;3781,36;262;4645;;Injektionslösung;01.12.2017;Dupilumab 300 mg
09252973;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;28;St;13,55;0;0;13,55;14,68;0;28,18;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 21,34 mg
09252996;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;56;St;27,76;0;0;27,76;29,33;0;46,14;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 21,34 mg
09253004;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;98;St;49,54;0;0;49,54;51,8;0;73,67;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 21,34 mg
09253027;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;28;St;17,92;0;0;17,92;19,18;0;33,7;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 42,68 mg
09253033;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;56;St;36,72;0;0;36,72;38,58;0;57,48;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 42,68 mg
09253056;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;98;St;65,53;0;0;65,53;68,29;0;93,89;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 42,68 mg
09253079;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;28;St;22,32;0;0;22,32;23,72;0;39,26;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 85,36 mg
09253085;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;56;St;45,73;0;0;45,73;47,87;0;68,87;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 85,36 mg
09253116;Azilsartan medoxomil, Kaliumsalz;EDARBI;Takeda;;;98;St;81,6;0;0;81,6;84,87;0;114,22;;Tabletten;15.01.2012;Azilsartan medoxomil, Kaliumsalz 85,36 mg
09391841;Rilpivirin hydrochlorid;EDURANT;Janssen-Cilag;;;30;St;358,08;70,78;287,3;287,3;297,05;0;374,28;;Filmtabletten;15.01.2012;Rilpivirin hydrochlorid 27,49 mg
05025720;Aclidinium bromid;EKLIRA;AstraZeneca;;;1;St;0;0;0;0;0;0;0;;Inhalationspulver;15.08.2013;Aclidinium bromid 400 µg
02260389;Aclidinium bromid;EKLIRA;AstraZeneca;;;1;St;40,56;11,46;29,1;29,1;30,72;0;47,84;;Inhalationspulver;01.10.2012;Aclidinium bromid 400 µg
02290568;Aclidinium bromid;EKLIRA;AstraZeneca;;;3;St;116,81;29,51;87,3;87,3;90,75;0;121,42;;Inhalationspulver;01.10.2012;Aclidinium bromid 400 µg
14055938;Fluticason furoat | Umeclidinium bromid | Vilanterol trifenatat;ELEBRATO;Berlin-Ch.;;;1;St;66,9;12,76;54,14;54,14;56,55;3,79;79,5;;Inhalationspulver;15.05.2018;Umeclidinium bromid 74,15 µg | Vilanterol trifenatat 39,82 µg | Fluticason furoat 100 µg
14055944;Fluticason furoat | Umeclidinium bromid | Vilanterol trifenatat;ELEBRATO;Berlin-Ch.;;;1;St;0;0;0;0;0;0;0;;Inhalationspulver;15.05.2018;Fluticason furoat 100 µg | Umeclidinium bromid 74,15 µg | Vilanterol trifenatat 39,82 µg
14055950;Fluticason furoat | Umeclidinium bromid | Vilanterol trifenatat;ELEBRATO;Berlin-Ch.;;;1;St;0;0;0;0;0;0;0;;Inhalationspulver;15.12.2018;Vilanterol trifenatat 39,82 µg | Umeclidinium bromid 74,15 µg | Fluticason furoat 100 µg
14055967;Fluticason furoat | Umeclidinium bromid | Vilanterol trifenatat;ELEBRATO;Berlin-Ch.;;;3;St;200,7;38,27;162,43;162,43;168,25;11,37;216,41;;Inhalationspulver;15.05.2018;Fluticason furoat 100 µg | Vilanterol trifenatat 39,82 µg | Umeclidinium bromid 74,15 µg
08400029;Apixaban;ELIQUIS;Bristol/Pfizer;;;20;St;26,3;6,55;19,75;19,75;21,07;0;36,01;;Filmtabletten;15.06.2011;Apixaban 2,5 mg
08400035;Apixaban;ELIQUIS;Bristol/Pfizer;;;60;St;78,9;19,65;59,25;59,25;61,82;0;85,95;;Filmtabletten;15.06.2011;Apixaban 2,5 mg
08400041;Apixaban;ELIQUIS;Bristol/Pfizer;;;60;St;0;0;0;0;0;0;0;;Filmtabletten;15.06.2011;Apixaban 2,5 mg
10250465;Apixaban;ELIQUIS;Bristol/Pfizer;;;200;St;263;65,5;197,5;197,5;204,42;0;260,74;;Filmtabletten;01.08.2014;Apixaban 2,5 mg
01647755;Apixaban;ELIQUIS;Bristol/Pfizer;;;20;St;26,3;6,55;19,75;19,75;21,07;0;36,01;;Filmtabletten;15.01.2013;Apixaban 5 mg
01647778;Apixaban;ELIQUIS;Bristol/Pfizer;;;60;St;78,9;19,65;59,25;59,25;61,82;0;85,95;;Filmtabletten;15.01.2013;Apixaban 5 mg
01647821;Apixaban;ELIQUIS;Bristol/Pfizer;;;5X20;St;0;0;0;0;0;0;0;;Filmtabletten;15.01.2013;Apixaban 5 mg
01647809;Apixaban;ELIQUIS;Bristol/Pfizer;;;200;St;263;65,5;197,5;197,5;204,42;0;260,74;;Filmtabletten;01.07.2013;Apixaban 5 mg
11328376;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;337,5;102;235,5;235,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 250 I.E.
11328382;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;675;204;471;471;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 500 I.E.
15782712;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;1012,5;306;706,5;706,5;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2020;Efmoroctocog alfa 750 I.E.
11328399;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;1350;408;942;942;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 1000 I.E.
11328413;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;2025;612;1413;1413;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 1500 I.E.
11328436;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;2700;816;1884;1884;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 2000 I.E.
11328442;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;4050;1224;2826;2826;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2016;Efmoroctocog alfa 3000 I.E.
15782729;Efmoroctocog alfa;ELOCTA;Swedish Orphan;;;1;St;5400;1632;3768;3768;0;0;0;;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.01.2020;Efmoroctocog alfa 4000 I.E.
11257587;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;108;29,9;78,1;78,1;81,26;0;109,79;;Hartkapseln;01.12.2015;Lisdexamfetamin dimesilat 20 mg
09702407;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;108;29,9;78,1;78,1;81,26;0;109,79;;Hartkapseln;01.06.2013;Lisdexamfetamin dimesilat 30 mg
11257593;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;108;29,9;78,1;78,1;81,26;0;109,79;;Hartkapseln;01.12.2015;Lisdexamfetamin dimesilat 40 mg
09702413;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;118,8;33,9;84,9;84,9;88,27;0;118,38;;Hartkapseln;01.06.2013;Lisdexamfetamin dimesilat 50 mg
11257601;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;118,8;33,9;84,9;84,9;88,27;0;118,38;;Hartkapseln;01.12.2015;Lisdexamfetamin dimesilat 60 mg
09702436;Lisdexamfetamin dimesilat;ELVANSE;Shire;;;30;St;135;48,55;86,45;86,45;89,87;0;120,34;;Hartkapseln;01.06.2013;Lisdexamfetamin dimesilat 70 mg
14445697;Galcanezumab;EMGALITY;Lilly;1;ml;2;St;1071,52;0;0;1071,52;1105,97;75,01;1365,77;;Injektionslösung;01.04.2019;Galcanezumab 120 mg
14445711;Galcanezumab;EMGALITY;Lilly;1;ml;2;St;0;0;0;0;0;0;0;;Injektionslösung;01.04.2019;Galcanezumab 120 mg
14445728;Galcanezumab;EMGALITY;Lilly;1;ml;3;St;1607,28;0;0;1607,28;1645,78;112,51;2027,41;;Injektionslösung;01.04.2019;Galcanezumab 120 mg
11617399;Elotuzumab;EMPLICITI;Brist.My.Squibb;;;1X300;mg;1181,25;263,25;918;918;947,62;64,26;1171,69;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.06.2016;Elotuzumab 300 mg
11617407;Elotuzumab;EMPLICITI;Brist.My.Squibb;;;1X400;mg;1575;351;1224;1224;1262,5;85,68;1557,64;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.06.2016;Elotuzumab 400 mg
13978374;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Filmtabletten;15.09.2018;Valsartan 25,7 mg | Sacubitril 24,3 mg
11536057;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;55;11,17;43,83;43,83;45,91;3,07;66,46;;Filmtabletten;01.06.2016;Valsartan 25,7 mg | Sacubitril 24,3 mg
11536063;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2016;Valsartan 25,7 mg | Sacubitril 24,3 mg
11536092;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;56;St;154;31,28;122,72;122,72;127,29;8,59;166,21;;Filmtabletten;01.03.2016;Valsartan 25,7 mg | Sacubitril 24,3 mg
12570671;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;7X28;St;539;109,47;429,53;429,53;443,76;30,07;554,1;;Filmtabletten;01.12.2017;Sacubitril 24,3 mg | Valsartan 25,7 mg
13978380;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Filmtabletten;15.09.2018;Sacubitril 48,6 mg | Valsartan 51,4 mg
11536100;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;55;11,17;43,83;43,83;45,91;3,07;66,46;;Filmtabletten;01.06.2016;Sacubitril 48,6 mg | Valsartan 51,4 mg
11536117;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2016;Sacubitril 48,6 mg | Valsartan 51,4 mg
11126514;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;56;St;154;31,28;122,72;122,72;127,29;8,59;166,21;;Filmtabletten;01.01.2016;Valsartan 51,4 mg | Sacubitril 48,6 mg
11536146;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;7X28;St;539;109,47;429,53;429,53;443,76;30,07;554,1;;Filmtabletten;01.03.2016;Sacubitril 48,6 mg | Valsartan 51,4 mg
13978434;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;14;St;0;0;0;0;0;0;0;;Filmtabletten;15.09.2018;Sacubitril 97,2 mg | Valsartan 102,8 mg
11536152;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;55;11,17;43,83;43,83;45,91;3,07;66,46;;Filmtabletten;01.06.2016;Valsartan 102,8 mg | Sacubitril 97,2 mg
11536169;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;20;St;0;0;0;0;0;0;0;;Filmtabletten;01.06.2016;Sacubitril 97,2 mg | Valsartan 102,8 mg
11126572;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;56;St;154;31,28;122,72;122,72;127,29;8,59;166,21;;Filmtabletten;01.01.2016;Valsartan 102,8 mg | Sacubitril 97,2 mg
11536175;Sacubitril | Valsartan;ENTRESTO;Novartis Pharma;;;7X28;St;539;109,47;429,53;429,53;443,76;30,07;554,1;;Filmtabletten;01.03.2016;Valsartan 102,8 mg | Sacubitril 97,2 mg
10272001;Vedolizumab;ENTYVIO;Takeda;;;1;St;3466;1447;2019;2019;2057,5;141,33;2532,07;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.07.2014;Vedolizumab 300 mg
10272142;Vedolizumab;ENTYVIO;Takeda;;;1;St;0;0;0;0;0;0;0;;Pulver zur Herstellung eines Infusionslösungskonzentrates;15.07.2014;Vedolizumab 300 mg
12391477;Sofosbuvir | Velpatasvir;EPCLUSA;Gilead Scien.;;;28;St;18115;10005,89;8109,11;8109,11;8147,61;0;9996,71;;Filmtabletten;01.08.2016;Velpatasvir 100 mg | Sofosbuvir 400 mg
10530928;Albiglutid;EPERZAN;GlaxoSmithKl.;;;4;St;91;10,96;80,04;80,04;83,26;5,6;112,24;AV;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.10.2014;Albiglutid 30 mg
10984500;Albiglutid;EPERZAN;GlaxoSmithKl.;;;3X4;St;273;32,88;240,12;240,12;248,38;16,81;314,62;AV;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.03.2015;Albiglutid 30 mg
10530934;Albiglutid;EPERZAN;GlaxoSmithKl.;;;4;St;91;10,96;80,04;80,04;83,26;5,6;112,24;AV;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.10.2014;Albiglutid 50 mg
10984517;Albiglutid;EPERZAN;GlaxoSmithKl.;;;3X4;St;273;32,88;240,12;240,12;248,38;16,81;314,62;AV;Pulver u. Lösungsmittel zur Herstellung einer Injektionslsg.;01.03.2015;Albiglutid 50 mg
09634901;Vismodegib;ERIVEDGE;Roche Ph.;;;28;St;7400;2934,15;4465,85;4465,85;4504,35;312,61;5531,17;;Hartkapseln;15.08.2013;Vismodegib 150 mg
14261678;Apalutamid;ERLEADA;Janssen-Cilag;;;112;St;3334;0;0;3334;3372,5;233,38;4143,87;;Filmtabletten;01.02.2019;Apalutamid 60 mg
12456521;Pirfenidon;ESBRIET;Roche Ph.;;;252;St;2465,68;0;2465,68;2465,68;2504,18;172,6;3079,57;;Filmtabletten;15.07.2017;Pirfenidon 267 mg
08881661;Pirfenidon;ESBRIET;Roche Ph.;;;252;St;2769,23;303,55;2465,68;2465,68;2504,18;172,6;3079,57;AV;Hartkapseln;01.01.2012;Pirfenidon 267 mg
11599804;Pirfenidon;ESBRIET;Roche Ph.;;;84;St;2465,68;0;2465,68;2465,68;2504,18;172,6;3079,57;;Filmtabletten;15.07.2017;Pirfenidon 801 mg
12906119;Pirfenidon;ESBRIET;Roche Ph.;;;252;St;7397,04;0;7397,04;7397,04;7435,54;517,79;9123,93;;Filmtabletten;15.07.2017;Pirfenidon 801 mg
10528340;Vildagliptin | Metformin hydrochlorid;EUCREAS;Novartis Pharma;;;30;St;21,6;11;10,6;10,6;11,63;0,74;24,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 850 mg | Vildagliptin 50 mg
10528363;Vildagliptin | Metformin hydrochlorid;EUCREAS;Novartis Pharma;;;3X60;St;129,6;66,01;63,59;63,59;66,29;4,45;91,44;;Filmtabletten;15.10.2018;Vildagliptin 50 mg | Metformin hydrochlorid 850 mg
10528268;Vildagliptin | Metformin hydrochlorid;EUCREAS;Novartis Pharma;;;30;St;21,6;11;10,6;10,6;11,63;0,74;24,44;;Filmtabletten;15.10.2018;Vildagliptin 50 mg | Metformin hydrochlorid 1000 mg
10528311;Vildagliptin | Metformin hydrochlorid;EUCREAS;Novartis Pharma;;;3X60;St;129,6;66,01;63,59;63,59;66,29;4,45;91,44;;Filmtabletten;15.10.2018;Metformin hydrochlorid 1000 mg | Vildagliptin 50 mg
09321800;Emtricitabin | Rilpivirin hydrochlorid | Tenofovir disoproxil fumarat;EVIPLERA;Gilead Scien.;;;30;St;997,57;253,82;743,75;743,75;767,88;52,06;951,38;;Filmtabletten;15.01.2012;Rilpivirin hydrochlorid 27,49 mg | Tenofovir disoproxil fumarat 299,75 mg | Emtricitabin 200 mg
09321817;Emtricitabin | Rilpivirin hydrochlorid | Tenofovir disoproxil fumarat;EVIPLERA;Gilead Scien.;;;3X30;St;2992,71;761,46;2231,25;2231,25;2269,75;156,19;2792,22;;Filmtabletten;15.01.2012;Rilpivirin hydrochlorid 27,49 mg | Emtricitabin 200 mg | Tenofovir disoproxil fumarat 299,75 mg
09299319;Aflibercept;EYLEA;Bayer Vital Ph.;0,1;ml;1;St;890;29,37;860,63;860,63;888,44;60,24;1099,14;;Injektionslösung;15.12.2012;Aflibercept 4 mg
13902307;Aflibercept;EYLEA;Bayer Vital Ph.;0,1;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;15.12.2018;Aflibercept 4 mg
09219711;Fampridin;FAMPYRA;Biogen;;;2X14;St;205,25;132,26;72,99;72,99;75,99;0;103,33;;Retard-Tabletten;01.09.2011;Fampridin 10 mg
07774058;Fampridin;FAMPYRA;Biogen;;;4X14;St;410,5;264,52;145,98;145,98;151,28;0;195,61;;Retard-Tabletten;01.09.2011;Fampridin 10 mg
11126425;Panobinostat lactat;FARYDAK;Novartis Pharma;;;6;St;5939,02;2187,07;3751,95;3751,95;3790,45;262,64;4656,14;;Hartkapseln;01.10.2015;Panobinostat lactat 12,58 mg
11126431;Panobinostat lactat;FARYDAK;Novartis Pharma;;;6;St;5939,02;2187,07;3751,95;3751,95;3790,45;262,64;4656,14;;Hartkapseln;01.10.2015;Panobinostat lactat 18,87 mg
11126448;Panobinostat lactat;FARYDAK;Novartis Pharma;;;6;St;5939,02;2187,07;3751,95;3751,95;3790,45;262,64;4656,14;;Hartkapseln;01.10.2015;Panobinostat lactat 25,16 mg
13475325;Benralizumab;FASENRA;AstraZeneca Sp.;1;ml;1;St;2762,5;683,19;2079,31;2079,31;2117,81;145,55;2605,98;;Injektionslösung;15.02.2018;Benralizumab 30 mg
15530910;Benralizumab;FASENRA;AstraZeneca Sp.;1;ml;1;St;2762,5;683,19;2079,31;2079,31;2117,81;145,55;2605,98;;Injektionslösung;01.11.2019;Benralizumab 30 mg
15530927;Benralizumab;FASENRA;AstraZeneca Sp.;1;ml;1;St;0;0;0;0;0;0;0;;Injektionslösung;01.11.2019;Benralizumab 30 mg
10330218;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.05.2014;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 6,15 mg
10330224;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;28;St;47,32;26,44;20,88;20,88;22,24;1,46;37,45;;Filmtabletten;15.05.2014;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 6,15 mg
16033349;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;98;St;165,62;92,52;73,1;73,1;76,1;5,12;103,46;;Filmtabletten;15.01.2020;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 6,15 mg
10330193;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;28;St;47,32;26,44;20,88;20,88;22,24;1,46;37,45;;Filmtabletten;15.05.2014;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 12,3 mg
10330230;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;28;St;0;0;0;0;0;0;0;;Filmtabletten;15.05.2014;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 12,3 mg
10330201;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser;FORXIGA;AstraZeneca;;;98;St;165,62;92,52;73,1;73,1;76,1;5,12;103,46;;Filmtabletten;01.05.2014;Dapagliflozin-[(2S)-Propan-1,2-diol] (1:1)-1-Wasser 12,3 mg
12668157;Tivozanib hydrochlorid-1-Wasser;FOTIVDA;Eusa Pharma NL;;;1X21;St;3201;0;3201;3201;3239,5;224,07;3980,85;;Hartkapseln;01.12.2017;Tivozanib hydrochlorid-1-Wasser 996,59 µg
12668163;Tivozanib hydrochlorid-1-Wasser;FOTIVDA;Eusa Pharma NL;;;1X21;St;3201;0;3201;3201;3239,5;224,07;3980,85;;Hartkapseln;01.12.2017;Tivozanib hydrochlorid-1-Wasser 1500,48 µg
